city,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Lagos,2024-12-01,96.7,73.3,81.9,98.1,73.3,82.5,65.9,62.4,0.0,0,0.0,,0.0,0.0,16.6,11.4,12.7,1011.5,29.5,2.8,258.6,22.2,9,10.0,2024-12-01T06:42:30,2024-12-01T18:28:52,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,2024-12-02,95.0,73.0,82.8,103.2,73.0,86.3,70.6,69.1,0.0,0,0.0,,0.0,0.0,18.8,10.3,213.7,1010.9,9.6,5.4,256.6,22.1,9,30.0,2024-12-02T06:42:58,2024-12-02T18:29:11,0.04,Clear,Clear conditions throughout the day.,clear-day,"DNMM,remote,65201099999"
Lagos,2024-12-03,95.0,77.0,83.7,107.4,77.0,91.3,76.1,79.0,0.0,0,0.0,,0.0,0.0,18.8,10.3,218.0,1010.7,23.3,8.2,233.9,20.3,9,30.0,2024-12-03T06:43:26,2024-12-03T18:29:31,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,2024-12-04,93.2,77.0,84.5,107.5,77.0,93.6,77.3,80.1,0.0,0,0.0,,0.0,0.0,19.9,8.1,200.1,1011.4,52.1,3.8,207.4,18.0,7,30.0,2024-12-04T06:43:55,2024-12-04T18:29:51,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,2024-12-05,91.0,77.3,83.3,102.6,77.3,90.8,77.0,82.4,0.0,0,0.0,,0.0,0.0,16.3,12.8,233.7,1011.8,50.5,5.4,211.8,18.3,7,30.0,2024-12-05T06:44:23,2024-12-05T18:30:13,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,2024-12-06,91.0,76.6,82.7,102.1,76.6,89.2,76.4,82.5,0.024,100,8.33,rain,0.0,0.0,15.9,11.4,206.3,1011.3,38.5,4.8,217.2,18.8,7,30.0,2024-12-06T06:44:52,2024-12-06T18:30:34,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999"
Lagos,2024-12-07,95.0,75.2,84.2,107.1,75.2,89.4,73.6,73.2,0.0,0,0.0,,0.0,0.0,17.0,11.4,118.8,1011.1,32.2,5.4,239.7,20.7,8,60.0,2024-12-07T06:45:22,2024-12-07T18:30:57,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,2024-12-08,95.0,75.0,84.1,97.3,75.0,86.0,69.0,64.4,0.0,0,0.0,,0.0,0.0,15.9,11.4,55.1,1011.3,25.1,2.6,243.5,21.0,9,30.0,2024-12-08T06:45:51,2024-12-08T18:31:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,2024-12-09,91.7,73.4,82.5,94.3,73.4,84.1,68.9,66.5,0.0,0,0.0,,0.0,0.0,17.2,9.2,26.2,1011.6,34.5,2.6,247.9,21.3,9,30.0,2024-12-09T06:46:21,2024-12-09T18:31:44,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,2024-12-10,95.0,69.8,81.9,97.5,69.8,84.1,68.4,67.1,0.0,0,0.0,,0.0,0.0,19.2,11.4,183.9,1011.1,26.3,3.3,251.4,21.8,9,10.0,2024-12-10T06:46:51,2024-12-10T18:32:09,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,2024-12-11,93.2,76.6,83.1,107.5,76.6,89.8,75.8,79.9,0.0,0,0.0,,0.0,0.0,21.0,10.3,198.7,1011.1,38.3,3.6,209.7,18.2,7,60.0,2024-12-11T06:47:21,2024-12-11T18:32:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,2024-12-12,93.5,78.8,84.7,107.9,78.8,93.9,77.2,79.4,0.0,0,0.0,rain,0.0,0.0,18.6,10.3,188.8,1010.6,46.4,5.2,215.9,18.6,8,60.0,2024-12-12T06:47:52,2024-12-12T18:33:00,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,2024-12-13,91.4,78.4,83.3,105.1,78.4,91.3,77.3,83.0,0.039,100,4.17,rain,0.0,0.0,17.2,13.9,208.0,1010.9,46.7,5.1,199.5,17.1,8,60.0,2024-12-13T06:48:22,2024-12-13T18:33:27,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999"
Lagos,2024-12-14,93.2,77.0,83.6,107.5,77.0,90.5,76.6,81.2,0.0,0,0.0,rain,0.0,0.0,17.7,10.3,205.7,1010.8,41.2,3.5,247.1,21.2,9,60.0,2024-12-14T06:48:52,2024-12-14T18:33:53,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,2024-12-15,95.0,75.2,83.3,107.4,75.2,90.3,76.5,81.6,0.0,0,0.0,,0.0,0.0,15.4,11.4,237.2,1011.3,44.2,3.9,220.5,19.1,8,60.0,2024-12-15T06:49:23,2024-12-15T18:34:21,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,2024-12-16,95.6,76.8,84.3,105.1,76.8,91.1,75.8,77.9,0.0,0,0.0,,0.0,0.0,17.2,10.3,239.0,1012.2,38.9,4.0,245.3,21.4,8,60.0,2024-12-16T06:49:53,2024-12-16T18:34:49,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,2024-12-17,95.0,77.0,83.8,103.3,77.0,88.9,74.3,75.5,0.0,0,0.0,,0.0,0.0,18.3,12.8,229.9,1012.2,33.5,2.5,244.1,21.2,9,30.0,2024-12-17T06:50:24,2024-12-17T18:35:17,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,2024-12-18,95.0,75.0,83.5,99.4,75.0,86.3,71.8,71.2,0.0,0,0.0,,0.0,0.0,19.5,9.2,195.4,1012.4,22.2,1.9,247.8,21.5,9,30.0,2024-12-18T06:50:54,2024-12-18T18:35:46,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,2024-12-19,93.5,73.4,82.4,95.7,73.4,83.0,66.4,62.5,0.0,0,0.0,,0.0,0.0,16.8,11.4,36.3,1013.2,29.2,1.8,254.6,22.0,9,10.0,2024-12-19T06:51:24,2024-12-19T18:36:15,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,2024-12-20,93.2,68.3,79.8,92.6,68.3,79.5,59.1,52.4,0.0,0,0.0,,0.0,0.0,17.7,13.9,7.5,1013.0,21.7,3.4,257.7,22.2,9,10.0,2024-12-20T06:51:54,2024-12-20T18:36:44,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
Lagos,2024-12-21,95.0,69.8,81.2,93.2,69.8,80.5,58.8,51.0,0.0,0,0.0,,0.0,0.0,19.7,18.3,27.1,1012.0,26.2,5.2,251.8,21.6,9,10.0,2024-12-21T06:52:24,2024-12-21T18:37:14,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999,VRJT5"
Lagos,2024-12-22,95.0,69.8,80.9,93.7,69.8,80.7,61.7,56.3,0.0,0,0.0,,0.0,0.0,16.1,13.9,29.7,1012.1,24.3,1.3,255.2,22.0,9,10.0,2024-12-22T06:52:54,2024-12-22T18:37:44,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,VRJT5"
Lagos,2024-12-23,96.8,71.9,81.7,97.3,71.9,83.1,67.2,64.3,0.0,0,0.0,,0.0,0.0,18.3,9.2,51.7,1011.6,25.3,1.8,252.7,21.7,9,10.0,2024-12-23T06:53:23,2024-12-23T18:38:14,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999,VRJT5"
Lagos,2024-12-24,95.0,73.8,82.7,105.2,73.8,86.0,72.2,73.0,0.0,0,0.0,,0.0,0.0,17.2,10.3,199.1,1011.4,31.0,2.0,240.9,20.9,9,10.0,2024-12-24T06:53:53,2024-12-24T18:38:45,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999,VRJT5"
Lagos,2024-12-25,96.4,75.5,83.4,104.8,75.5,87.6,73.5,74.5,0.0,0,0.0,,0.0,0.0,19.0,9.2,259.8,1011.1,23.4,3.1,236.2,20.3,8,10.0,2024-12-25T06:54:21,2024-12-25T18:39:15,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999,VRJT5"
Lagos,2024-12-26,93.5,62.5,80.8,100.1,62.5,85.0,74.0,81.1,0.0,0,0.0,,0.0,0.0,21.5,18.3,217.9,1011.7,39.2,9.2,240.0,20.7,8,60.0,2024-12-26T06:54:50,2024-12-26T18:39:46,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999,VRJT5"
Lagos,2024-12-27,96.8,62.5,83.8,105.2,62.5,90.0,75.2,77.7,0.0,0,0.0,,0.0,0.0,19.5,17.2,224.3,1011.3,49.7,5.9,225.3,19.4,8,60.0,2024-12-27T06:55:18,2024-12-27T18:40:17,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999,VRJT5"
Lagos,2024-12-28,94.1,75.2,83.3,105.2,75.2,89.0,75.3,78.8,0.0,0,0.0,rain,0.0,0.0,17.4,8.1,208.4,1011.8,40.0,2.5,221.5,19.3,8,60.0,2024-12-28T06:55:46,2024-12-28T18:40:48,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,VRJT5"
Lagos,2024-12-29,95.0,76.6,84.0,105.2,76.6,89.5,75.3,77.6,0.0,0,0.0,,0.0,0.0,18.6,9.6,197.0,1011.7,34.2,3.9,238.4,20.6,8,60.0,2024-12-29T06:56:13,2024-12-29T18:41:18,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999,VRJT5"
Lagos,2024-12-30,95.4,77.0,84.3,103.2,77.0,90.6,75.8,78.6,0.0,0,0.0,,0.0,0.0,19.2,15.0,134.7,1011.6,35.9,3.8,234.7,20.5,8,60.0,2024-12-30T06:56:40,2024-12-30T18:41:49,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999,VRJT5"
Lagos,2024-12-31,93.1,76.8,83.4,107.4,76.8,90.3,76.6,81.5,0.0,0,0.0,,0.0,0.0,19.2,12.8,198.7,1011.2,34.8,3.0,234.7,20.3,9,30.0,2024-12-31T06:57:06,2024-12-31T18:42:20,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,VRJT5"
New York,2024-10-16,58.1,44.1,51.1,58.1,38.4,48.9,32.4,49.6,0.0,0,0.0,,0.0,0.0,31.1,14.3,306.0,1016.7,21.7,9.9,143.0,12.5,7,10.0,2024-10-16T07:08:53,2024-10-16T18:13:28,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-17,58.6,43.5,51.5,58.6,41.0,50.2,31.6,47.8,0.0,0,0.0,,0.0,0.0,22.2,13.4,8.5,1023.3,15.1,9.9,164.5,14.2,7,10.0,2024-10-17T07:09:58,2024-10-17T18:11:58,0.5,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-18,66.8,48.6,57.3,66.8,46.2,57.1,32.0,40.1,0.0,0,0.0,,0.0,0.0,20.8,10.4,357.8,1029.2,4.1,9.9,169.3,14.7,7,10.0,2024-10-18T07:11:04,2024-10-18T18:10:30,0.54,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-19,70.6,50.9,59.5,70.6,50.9,59.5,38.0,46.7,0.0,0,0.0,,0.0,0.0,12.1,5.7,24.3,1032.1,7.4,9.9,167.4,14.5,7,10.0,2024-10-19T07:12:11,2024-10-19T18:09:02,0.57,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-20,73.6,51.5,62.0,73.6,51.5,62.0,39.0,45.5,0.0,0,0.0,,0.0,0.0,11.2,4.9,253.6,1026.1,8.8,9.9,168.6,14.7,7,10.0,2024-10-20T07:13:17,2024-10-20T18:07:35,0.61,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-21,79.7,55.9,67.4,79.7,55.9,67.4,39.0,36.3,0.0,0,0.0,,0.0,0.0,19.7,7.1,271.1,1022.0,2.7,9.9,155.9,13.4,6,10.0,2024-10-21T07:14:24,2024-10-21T18:06:09,0.64,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-22,79.8,62.7,70.3,79.8,62.7,70.3,48.5,47.2,0.0,0,0.0,,0.0,0.0,17.2,8.0,83.3,1023.2,2.9,9.9,154.6,13.4,6,10.0,2024-10-22T07:15:32,2024-10-22T18:04:44,0.67,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-23,74.8,59.2,66.9,74.8,59.2,66.9,52.1,59.5,0.0,0,0.0,,0.0,0.0,25.3,13.5,175.0,1017.4,9.2,9.9,156.7,13.6,6,10.0,2024-10-23T07:16:39,2024-10-23T18:03:20,0.71,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-24,68.7,56.4,64.0,68.7,56.4,64.0,43.9,49.4,0.0,0,0.0,,0.0,0.0,31.1,16.6,341.6,1013.4,31.2,9.9,157.0,13.4,6,10.0,2024-10-24T07:17:47,2024-10-24T18:01:57,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-25,63.4,47.6,55.3,63.4,45.4,54.9,35.1,47.9,0.0,0,0.0,,0.0,0.0,20.8,9.9,328.3,1019.1,12.9,9.9,162.0,14.0,6,10.0,2024-10-25T07:18:55,2024-10-25T18:00:36,0.77,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-26,63.7,54.4,58.8,63.7,54.4,58.8,32.8,38.4,0.0,0,0.0,,0.0,0.0,31.8,18.8,307.0,1019.5,29.9,9.9,160.0,13.8,7,10.0,2024-10-26T07:20:04,2024-10-26T17:59:16,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-27,57.6,45.5,51.5,57.6,40.6,50.5,27.4,41.5,0.0,0,0.0,,0.0,0.0,24.2,11.8,302.3,1028.0,18.8,9.9,165.8,14.4,6,10.0,2024-10-27T07:21:13,2024-10-27T17:57:56,0.84,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-28,60.3,47.1,53.2,60.3,45.6,53.0,31.3,44.0,0.0,0,0.0,,0.0,0.0,16.1,8.2,87.7,1029.8,39.7,9.9,134.2,11.6,6,10.0,2024-10-28T07:22:22,2024-10-28T17:56:39,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-29,62.9,52.0,58.0,62.9,52.0,58.0,48.9,71.7,0.007,100,4.17,rain,0.0,0.0,27.8,12.5,117.9,1030.5,83.4,9.9,101.4,8.8,9,10.0,2024-10-29T07:23:31,2024-10-29T17:55:22,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-30,76.3,57.8,66.0,76.3,57.8,66.0,53.1,65.1,0.0,0,0.0,,0.0,0.0,13.4,9.4,230.7,1025.7,34.8,9.7,135.7,11.7,6,10.0,2024-10-30T07:24:41,2024-10-30T17:54:07,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-10-31,81.3,60.9,70.9,80.8,60.9,70.8,54.0,56.4,0.0,0,0.0,,0.0,0.0,25.3,11.8,233.4,1019.1,29.4,9.8,134.5,11.7,6,10.0,2024-10-31T07:25:51,2024-10-31T17:52:53,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-01,79.2,60.7,71.5,79.2,60.7,71.5,48.0,46.3,0.0,0,0.0,,0.0,0.0,31.0,15.2,254.6,1014.4,27.9,9.9,105.7,9.0,6,10.0,2024-11-01T07:27:01,2024-11-01T17:51:40,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-02,59.9,49.5,55.5,59.9,46.0,55.4,33.5,43.6,0.0,0,0.0,,0.0,0.0,25.8,14.3,325.3,1025.1,12.9,9.9,145.9,12.7,6,10.0,2024-11-02T07:28:11,2024-11-02T17:50:29,0.04,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-03,54.2,40.8,47.6,54.2,36.1,45.1,24.0,41.7,0.0,0,0.0,,0.0,0.0,19.0,11.5,23.3,1031.1,10.8,9.9,139.8,12.7,6,10.0,2024-11-03T06:29:22,2024-11-03T16:49:20,0.07,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-04,56.7,45.0,51.8,56.7,42.1,50.9,37.9,59.6,0.0,0,0.0,,0.0,0.0,21.9,9.5,91.3,1031.1,48.0,9.9,96.3,8.4,5,10.0,2024-11-04T06:30:33,2024-11-04T16:48:12,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-05,73.1,55.0,63.2,73.1,55.0,63.2,52.7,69.7,0.0,0,0.0,,0.0,0.0,25.3,15.0,223.0,1022.5,34.2,9.4,122.3,10.6,5,10.0,2024-11-05T06:31:43,2024-11-05T16:47:05,0.15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-06,80.4,65.2,72.1,80.5,65.2,72.1,56.0,58.0,0.0,0,0.0,,0.0,0.0,29.8,15.2,224.4,1016.4,48.0,9.9,129.3,11.1,5,10.0,2024-11-06T06:32:54,2024-11-06T16:46:00,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-07,73.0,56.1,67.6,73.0,56.1,67.6,48.3,51.5,0.0,0,0.0,,0.0,0.0,31.1,12.0,303.0,1017.3,24.4,9.9,127.8,11.1,5,10.0,2024-11-07T06:34:06,2024-11-07T16:44:57,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-08,68.9,50.8,59.0,68.9,50.8,59.0,34.4,42.0,0.0,0,0.0,,0.0,0.0,42.7,23.7,290.1,1014.7,7.4,9.9,130.3,11.4,6,10.0,2024-11-08T06:35:17,2024-11-08T16:43:55,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-09,55.3,43.7,49.9,55.3,39.1,48.2,20.1,31.4,0.0,0,0.0,,0.0,0.0,34.1,20.7,325.6,1025.5,25.2,9.0,127.3,11.2,5,10.0,2024-11-09T06:36:28,2024-11-09T16:42:55,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-10,57.8,45.1,52.5,57.8,43.5,52.3,32.0,46.6,0.043,100,8.33,rain,0.0,0.0,21.9,10.8,199.3,1023.1,48.7,9.7,75.0,6.6,4,10.0,2024-11-10T06:37:39,2024-11-10T16:41:57,0.32,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-11,67.9,55.0,61.3,67.9,55.0,61.3,47.9,64.2,0.138,100,25.0,rain,0.0,0.0,31.6,16.3,250.8,1007.1,51.8,9.3,133.3,11.7,6,10.0,2024-11-11T06:38:50,2024-11-11T16:41:01,0.35,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-12,58.6,42.5,50.6,58.6,36.2,48.8,29.3,44.2,0.0,0,0.0,,0.0,0.0,40.0,24.5,316.2,1016.7,11.5,9.9,132.0,11.6,6,10.0,2024-11-12T06:40:01,2024-11-12T16:40:06,0.39,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-13,49.5,36.9,42.9,48.4,28.9,37.7,18.8,38.6,0.0,0,0.0,,0.0,0.0,26.5,14.3,21.2,1030.9,6.0,9.9,132.5,11.4,6,10.0,2024-11-13T06:41:12,2024-11-13T16:39:13,0.42,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-14,46.3,37.3,42.7,46.0,32.4,39.0,24.3,47.9,0.0,0,0.0,,0.0,0.0,23.0,10.9,34.0,1024.8,28.2,9.9,76.6,6.5,4,10.0,2024-11-14T06:42:23,2024-11-14T16:38:22,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-15,58.6,41.7,49.5,58.6,38.4,48.3,24.1,37.0,0.0,0,0.0,,0.0,0.0,29.9,14.1,319.2,1012.0,26.0,9.8,111.2,9.6,6,10.0,2024-11-15T06:43:34,2024-11-15T16:37:33,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-16,62.6,46.3,53.3,62.6,40.6,51.5,26.1,35.6,0.0,0,0.0,,0.0,0.0,33.3,19.8,309.7,1011.4,3.3,9.9,125.5,10.8,5,10.0,2024-11-16T06:44:44,2024-11-16T16:36:46,0.53,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-17,62.9,45.4,53.9,62.9,42.6,52.8,26.5,35.9,0.0,0,0.0,,0.0,0.0,21.8,10.8,293.3,1016.0,20.2,9.6,100.2,8.7,5,10.0,2024-11-17T06:45:54,2024-11-17T16:36:01,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-18,66.4,50.2,57.3,66.4,50.2,57.3,33.7,41.7,0.0,0,0.0,,0.0,0.0,32.2,17.4,298.4,1011.4,21.5,9.9,116.7,10.1,5,10.0,2024-11-18T06:47:04,2024-11-18T16:35:17,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-19,59.9,47.2,53.6,59.9,44.6,53.3,33.0,46.4,0.0,0,0.0,,0.0,0.0,19.7,9.8,325.9,1012.6,30.1,9.9,98.9,8.5,5,10.0,2024-11-19T06:48:14,2024-11-19T16:34:36,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-20,58.5,53.6,55.9,58.5,53.6,55.9,39.6,54.7,0.0,0,0.0,,0.0,0.0,26.4,10.7,77.9,1007.9,97.4,9.9,43.5,3.6,3,10.0,2024-11-20T06:49:23,2024-11-20T16:33:57,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-21,54.3,38.5,47.1,54.3,30.9,43.3,43.0,85.7,1.318,100,95.83,rain,0.0,0.0,33.3,16.0,5.6,999.6,100.0,5.3,22.9,1.9,1,10.0,2024-11-21T06:50:32,2024-11-21T16:33:20,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-22,40.1,37.3,38.9,38.2,29.8,33.1,33.6,81.2,0.575,100,75.0,rain,0.1,0.0,35.3,16.6,232.6,993.7,100.0,8.7,27.8,2.3,2,10.0,2024-11-22T06:51:40,2024-11-22T16:32:45,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-23,49.6,37.9,44.3,43.8,33.7,38.9,33.7,67.4,0.03,100,16.67,rain,0.0,0.0,43.4,25.9,295.0,1000.4,61.9,9.6,97.9,8.4,4,10.0,2024-11-23T06:52:47,2024-11-23T16:32:12,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-24,53.4,45.3,49.0,53.4,38.7,45.6,31.2,50.5,0.0,0,0.0,,0.0,0.0,35.6,21.7,280.9,1011.4,53.6,9.9,84.8,7.3,5,10.0,2024-11-24T06:53:55,2024-11-24T16:31:41,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-25,54.2,41.9,48.3,54.2,36.5,46.6,28.7,47.7,0.0,0,0.0,,0.0,0.0,25.3,10.5,281.4,1016.9,37.1,9.9,114.5,9.8,5,10.0,2024-11-25T06:55:01,2024-11-25T16:31:13,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2024-11-26,58.3,48.0,54.1,58.3,44.5,53.8,41.2,63.3,0.2,100,16.67,rain,0.0,0.0,24.2,13.0,275.5,1011.5,74.1,9.1,37.2,3.3,2,10.0,2024-11-26T06:56:07,2024-11-26T16:30:46,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
